0.00000e+00	0.00000e+00	0.00000e+00
0.00000e+00	6.25000e-03	1.50000e+00
0.00000e+00	1.87500e-02	1.50000e+00
0.00000e+00	3.12500e-02	1.50000e+00
0.00000e+00	4.37500e-02	1.50000e+00
0.00000e+00	5.62500e-02	1.50000e+00
0.00000e+00	6.87500e-02	1.50000e+00
0.00000e+00	8.12500e-02	1.50000e+00
0.00000e+00	9.37500e-02	1.50000e+00
0.00000e+00	1.06250e-01	1.50000e+00
0.00000e+00	1.18750e-01	1.50000e+00
0.00000e+00	1.31250e-01	1.50000e+00
0.00000e+00	1.43750e-01	1.50000e+00
0.00000e+00	1.56250e-01	0.00000e+00
0.00000e+00	1.68750e-01	1.00000e+00
0.00000e+00	1.81250e-01	1.00000e+00
0.00000e+00	1.93750e-01	1.00000e+00
0.00000e+00	2.06250e-01	1.00000e+00
0.00000e+00	2.18750e-01	1.00000e+00
0.00000e+00	2.31250e-01	1.00000e+00
0.00000e+00	2.43750e-01	1.00000e+00
0.00000e+00	2.56250e-01	1.00000e+00
0.00000e+00	2.68750e-01	1.00000e+00
0.00000e+00	2.81250e-01	1.00000e+00
0.00000e+00	2.93750e-01	1.00000e+00
0.00000e+00	3.06250e-01	1.00000e+00
0.00000e+00	3.18750e-01	1.00000e+00
0.00000e+00	3.31250e-01	1.00000e+00
0.00000e+00	3.43750e-01	1.00000e+00
0.00000e+00	3.56250e-01	1.00000e+00
0.00000e+00	3.68750e-01	1.00000e+00
0.00000e+00	3.81250e-01	1.00000e+00
0.00000e+00	3.93750e-01	1.00000e+00
0.00000e+00	4.06250e-01	1.00000e+00
0.00000e+00	4.18750e-01	1.00000e+00
0.00000e+00	4.31250e-01	1.00000e+00
0.00000e+00	4.43750e-01	1.00000e+00
0.00000e+00	4.56250e-01	1.00000e+00
0.00000e+00	4.68750e-01	1.00000e+00
0.00000e+00	4.81250e-01	1.00000e+00
0.00000e+00	4.93750e-01	1.00000e+00
0.00000e+00	5.06250e-01	1.00000e+00
0.00000e+00	5.18750e-01	1.00000e+00
0.00000e+00	5.31250e-01	1.00000e+00
0.00000e+00	5.43750e-01	1.00000e+00
0.00000e+00	5.56250e-01	1.00000e+00
0.00000e+00	5.68750e-01	1.00000e+00
0.00000e+00	5.81250e-01	1.00000e+00
0.00000e+00	5.93750e-01	1.00000e+00
0.00000e+00	6.06250e-01	1.00000e+00
0.00000e+00	6.18750e-01	1.00000e+00
0.00000e+00	6.31250e-01	1.00000e+00
0.00000e+00	6.43750e-01	1.00000e+00
0.00000e+00	6.56250e-01	1.00000e+00
0.00000e+00	6.68750e-01	1.00000e+00
0.00000e+00	6.81250e-01	1.00000e+00
0.00000e+00	6.93750e-01	1.00000e+00
0.00000e+00	7.06250e-01	1.00000e+00
0.00000e+00	7.18750e-01	1.00000e+00
0.00000e+00	7.31250e-01	1.00000e+00
0.00000e+00	7.43750e-01	1.00000e+00
0.00000e+00	7.56250e-01	1.00000e+00
0.00000e+00	7.68750e-01	1.00000e+00
0.00000e+00	7.81250e-01	1.00000e+00
0.00000e+00	7.93750e-01	1.00000e+00
0.00000e+00	8.06250e-01	1.00000e+00
0.00000e+00	8.18750e-01	1.00000e+00
0.00000e+00	8.31250e-01	1.00000e+00
0.00000e+00	8.43750e-01	1.00000e+00
0.00000e+00	8.56250e-01	1.00000e+00
0.00000e+00	8.68750e-01	1.00000e+00
0.00000e+00	8.81250e-01	1.00000e+00
0.00000e+00	8.93750e-01	1.00000e+00
0.00000e+00	9.06250e-01	1.00000e+00
0.00000e+00	9.18750e-01	1.00000e+00
0.00000e+00	9.31250e-01	1.00000e+00
0.00000e+00	9.43750e-01	1.00000e+00
0.00000e+00	9.56250e-01	1.00000e+00
