0.00000e+00	3.75000e-03	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.01528e+01	7.16582e+00	7.16582e+00	8.38525e-01
0.00000e+00	1.12500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.87500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	2.62500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	3.37500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	4.12500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	4.87500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	5.62500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	6.37500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	7.12500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	7.87500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	8.62500e-02	1.25000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	9.37500e-02	5.00000e-01	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.01250e-01	1.00000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.08750e-01	1.00000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.16250e-01	1.00000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.23750e-01	1.00000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
0.00000e+00	1.31250e-01	1.00000e+00	0.00000e+00	0.00000e+00	2.73000e+02	1.00000e+00	2.00000e-05	2.46792e-05	1.06667e-03	5.45175e-04	1.00000e+00	1.00000e+00	8.38525e-01	8.38525e-01
